"respid","interviewstart","q1_purchases_last6months","q2_timesin12months","q3_visitstore12months","q4_visitweb12months","q3_1_purchoff12months","q4_1_purchonline12months","typeofcustomer","typeofvisits","segments","q5_clothes","q5_shoes","q5_bags","q5_personalcare","q5_others","q5_others_desc","q6_purchinstore_websearch","q7_purchonl_searchinstore","q8_purchinstore_searchmobile","q10_purchinstore_homedelivery","q11_purchonline_pickupstore","q12_1_instore_homedeliv_weight","q12_2_instore_homedeliv_brandedbags","q12_3_instore_homedeliv_differentsender","q12_4_instore_homedelive_neverhomedelivery","q12_5_instore_homedel_other","q12_6_instore_homedel_other_esp","q13_1_online_storedel_sendingfees","q13_2_online_storedel_return","q13_3_online_storedel_unknownaddress","q13_4_online_storedel_visitstore","q13_5_online_storedel_neverused","q13_6_online_storedel_other","q13_7_online_storedel_other_esp","q14_storelocationaccesibility","q15_webaccesibility","q16_instore_access_product_anywhere","q17_online_access_product_anywhere","q18_instore_shortdeliverytime","q19_online_shortdeliverytime","q20_instore_information_employees","q21_online_information_web_mails","q22_instore_infoaboutproducts","q23_online_infoaboutproducts","q24_instore_assortment","q25_online_assortment","q26_instore_productform_assurance","q27_online_productform_assurance","q28_instore_assort_lasting","q29_online_assort_lasting","q30_instore_deliverytime","q31_online_deliverytime","q32_online_info_deliverytime","q33_instore_return_policy","q34_online_return_policy","q35_instore_payment_methods","q36_online_payment_methods","q37_instore_kindness_employees","q38_instore_tidyness","q39_online_attractivedesign","q40_online_clarityportfolio","q41_online_peaceofmindinfo_privacysecurity","q42_instore_pleasant_socialinteraction","q43_online_pleasant_socialinteraction","q44_satisfaction_products_brand","q45_satisfaction_instore_brand","q46_satisfaction_web_brand","q47_instore_search_alternat","q48_online_search_alternat","q49_futureint_productsbrand","q50_futureint_instorepurch","q51_futureint_onlinepurch","q52_out10_instoreBrand_totalinstore","q53_out10_onlineBrand_totalinstore","q54_instore_recomend","q55_online_recomend","q56_newchannel_attitud","q57_instore_prices_to_otherbrands","q58_online_pricesto_otheronline","q59_online_sendingfees_toothers","q60_instore_impreducingtime","q61_online_impreducingtime","q62_out10_instoreBrand_totalinstore","q63_out10_onlineBrand_totalinstore","q64_Sex","q65_age","q_65_recoded_age","q66_marital_status","q67_peopleathome","q68_childrenunder14","q69_localzipnumber","q70_state","q71_town_pop","q72_educationlevel","q73_occupation","q74_monthlyincome","distance_km","distance_minutes"
"113",2015-03-27 05:09:00,"YES","0-9%","YES","YES","Once","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","YES","NO","NO",NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,1,8,10,8,3,6,10,9,9,9,10,9,5,7,10,9,10,9,9,10,10,8,8,9,9,9,0,5,7,7,8,9,9,8,8,8,2,1,8,9,"Soy cauteloso a la hora de probar nuevos canales",8,8,5,0,0,2,1,"Female",36,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","4740","ALMERÍA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",2.6,7
"1130",2015-04-09 16:35:00,"YES","20-29%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,3,3,3,0,1,NA,NA,NA,NA,NA,NA,"NO","YES","YES","NO","NO","NO",NA,7,7,7,7,8,8,6,6,6,7,7,7,8,8,7,7,8,7,7,7,8,8,8,8,9,8,7,8,8,8,8,8,8,8,7,8,8,8,7,4,7,7,"Disfruto explorando canales alternativos",7,8,8,6,5,5,5,"Male",47,"De 41 a 60 años","Casado/a",3,"Uno","46900","VALENCIA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",14.7,12
"1136",2015-04-09 16:59:00,"YES","30-39%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,7,8,8,6,7,"YES","NO","NO","NO","NO",NA,"YES","YES","NO","NO","NO","NO",NA,8,9,8,9,7,7,7,8,7,8,8,8,8,7,9,8,8,8,9,10,9,8,8,8,9,8,7,8,9,8,8,9,8,8,9,9,9,8,6,6,9,8,"Disfruto explorando canales alternativos",6,7,7,5,5,6,6,"Female",35,"De 25 a 40 años","Soltero/a",4,"Dos","38430","SANTA CRUZ DE TENERIFE","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",53.9,46
"1144",2015-04-09 18:37:00,"YES","20-29%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,8,8,6,5,7,"YES","NO","YES","NO","NO",NA,"YES","YES","NO","YES","NO","NO",NA,8,8,8,7,8,8,7,7,9,7,7,8,8,8,8,9,9,7,8,9,8,8,8,10,10,8,8,8,8,8,9,10,9,8,7,8,9,8,5,5,9,8,"Disfruto explorando canales alternativos",6,6,6,9,7,5,5,"Male",42,"De 41 a 60 años","Soltero/a",3,"Uno","46980","VALENCIA","De 20000 a 99999 habitantes","Estudios universitarios","Parado","De 2.000 a 2.499,99 €",20.2,16
"1147",2015-04-09 19:46:00,"YES","30-39%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,4,0,0,0,10,NA,NA,NA,NA,NA,NA,"YES","YES","NO","NO","NO","NO",NA,10,10,10,10,10,10,8,10,8,10,10,10,10,10,10,10,10,10,8,8,9,9,9,9,9,8,8,8,8,8,9,9,9,8,8,8,8,8,3,3,7,7,"Disfruto explorando canales alternativos",6,6,6,6,6,5,3,"Female",23,"Menos de 25 años","Vive en pareja (sin casarse)",2,"Ninguno","15010","CORUÑA, LA","De 100000 a 499999 habitantes","Estudios universitarios","Estudiante","Menos de 500 €",7.3,8
"115",2015-03-27 05:09:00,"YES","20-29%","YES","YES","Three or four times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,5,0,5,2,1,"NO","NO","YES","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,9,10,9,10,10,7,5,9,9,9,9,6,7,8,7,8,8,8,9,10,8,10,9,7,9,8,9,7,5,5,9,9,9,8,8,9,9,9,3,6,9,9,"Disfruto explorando canales alternativos",5,5,5,4,5,3,6,"Female",29,"De 25 a 40 años","Vive en pareja (sin casarse)",4,"Dos","34004","PALENCIA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",4,12
"1151",2015-04-09 21:51:00,"YES","0-9%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,5,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,7,8,4,4,0,8,6,7,8,9,7,6,6,10,2,9,7,6,7,7,9,9,6,6,5,9,5,8,9,7,5,0,6,9,5,5,10,5,5,"Me gusta comprar en el mismo canal",7,7,7,3,3,6,10,"Female",30,"De 25 a 40 años","Casado/a",3,"Uno","20200","GUIPÚZCOA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 3.000 a 3.499,99 €",44.9,46
"1152",2015-04-09 22:20:00,"YES","80-89%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,6,7,8,7,"NO","YES","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,8,7,8,8,7,8,8,8,7,7,8,8,8,8,7,8,8,8,8,7,8,8,8,8,7,8,8,8,8,7,8,8,8,7,8,7,8,8,7,8,8,8,"Investigar nuevos canales es una pérdida de tiempo",7,7,8,7,8,8,7,"Male",54,"De 41 a 60 años","Casado/a",2,"Ninguno","33207","ASTURIAS","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 3.000 a 3.499,99 €",2.2,9
"1153",2015-04-09 22:36:00,"YES","20-29%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,7,5,3,3,"YES","NO","NO","YES","NO",NA,"YES","NO","NO","YES","NO","NO",NA,8,9,8,8,7,7,7,7,7,7,7,7,7,7,7,5,6,8,8,6,6,7,6,7,7,7,7,7,7,4,7,7,7,7,7,9,9,9,3,1,8,7,"Disfruto explorando canales alternativos",5,5,6,6,7,3,1,"Male",30,"De 25 a 40 años","Soltero/a",5,"Uno","15009","CORUÑA, LA","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",3,9
"1157",2015-04-10 00:03:00,"YES","10-19%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","NO","NO","YES","NO","NO",NA,8,8,7,8,6,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,8,9,8,8,7,7,7,6,7,7,8,8,5,5,7,8,9,8,8,8,8,9,8,8,8,8,7,8,7,8,8,8,8,8,7,8,8,7,8,2,8,7,"Disfruto explorando canales alternativos",7,7,7,7,8,8,2,"Female",52,"De 41 a 60 años","Casado/a",3,"Uno","33212","ASTURIAS","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",6.4,19
"1158",2015-04-10 00:14:00,"YES","30-39%","YES","YES","Three or four times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,8,0,7,6,5,"NO","NO","YES","NO","NO",NA,"NO","NO","NO","YES","NO","NO",NA,8,7,7,6,7,6,6,6,6,6,7,7,6,6,6,5,7,7,6,6,7,7,6,6,6,6,5,7,8,6,6,6,6,6,5,7,6,5,6,5,7,6,"Soy cauteloso a la hora de probar nuevos canales",5,6,5,6,6,7,6,"Male",39,"De 25 a 40 años","Soltero/a",4,"Ninguno","8026","BARCELONA","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","Menos de 500 €",1.6,13
"1161",2015-04-10 01:41:00,"YES","30-39%","YES","YES","Twice or three times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,9,7,6,6,9,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,7,9,8,7,4,3,5,6,6,7,6,5,7,6,6,5,4,3,4,4,4,5,6,7,6,6,5,5,5,5,6,5,5,6,6,8,7,9,3,4,5,5,"Me gusta probar nuevos canales por diversión",8,9,9,9,7,7,7,"Female",31,"De 25 a 40 años","Casado/a",4,"Dos","34002","PALENCIA","De 100000 a 499999 habitantes","Doctorado","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",0.6,8
"1162",2015-04-10 02:08:00,"YES","40-49%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,7,8,7,7,8,"YES","YES","YES","YES","NO",NA,"YES","YES","YES","NO","NO","NO",NA,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,7,8,7,7,8,7,8,8,7,7,8,7,8,9,8,8,8,8,8,"Disfruto explorando canales alternativos",7,5,7,6,8,9,8,"Female",33,"De 25 a 40 años","Casado/a",2,"Ninguno","43460","TARRAGONA","De 5000 a 19999 habitantes","Master","Trabaja por cuenta ajena","De 3.000 a 3.499,99 €",13.9,15
"1166",2015-04-10 03:08:00,"YES","50-59%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,5,5,5,5,5,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,9,10,9,8,9,8,10,9,9,8,9,10,9,10,9,10,9,10,9,9,9,10,10,10,9,10,9,9,10,10,10,10,9,9,8,9,10,10,5,5,10,10,"Soy cauteloso a la hora de probar nuevos canales",10,10,5,5,6,6,5,"Female",41,"De 41 a 60 años","Casado/a",3,"Uno","36204","PONTEVEDRA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",1.2,5
"1169",2015-04-10 03:46:00,"YES","10-19%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,7,7,7,7,8,"NO","NO","YES","NO","NO",NA,"NO","NO","NO","YES","NO","NO",NA,6,6,6,6,7,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,7,7,7,7,8,8,7,6,6,7,8,6,8,7,7,6,6,8,7,8,7,"Investigar nuevos canales es una pérdida de tiempo",7,6,7,7,6,8,7,"Male",37,"De 25 a 40 años","Soltero/a",4,"Tres","28007","MADRID","De 20000 a 99999 habitantes","Enseñanza primaria (EGB/ESO)","Estudiante","De 1.500 a 1.999,99 €",4.7,13
"117",2015-03-27 05:10:00,"YES","50-59%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,6,8,1,8,"NO","NO","NO","YES","NO",NA,"YES","YES","NO","NO","NO","NO",NA,8,8,8,8,8,8,7,7,8,8,8,8,7,7,5,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,10,10,10,8,3,10,7,"Soy cauteloso a la hora de probar nuevos canales",8,8,8,0,0,8,1,"Female",26,"De 25 a 40 años","Soltero/a",2,"Ninguno","28100","MADRID","De 100000 a 499999 habitantes","Master","Trabaja por cuenta ajena","De 500 a 999,99 €",6.1,14
"1171",2015-04-10 03:52:00,"YES","40-49%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,10,10,10,10,8,5,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10,10,10,9,10,6,5,5,10,10,10,10,10,10,10,6,3,2,8,8,"Me gusta comprar en el mismo canal",9,7,5,5,5,5,3,"Male",25,"De 25 a 40 años","Vive en pareja (sin casarse)",3,"Ninguno","28901","MADRID","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","Menos de 500 €",16.7,26
"1177",2015-04-10 05:20:00,"YES","50-59%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,5,5,2,2,6,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,1,10,1,6,5,8,5,5,8,8,9,8,8,8,8,8,10,8,8,10,9,10,10,9,10,7,8,5,6,3,10,10,5,9,9,9,9,4,1,0,10,5,"Soy cauteloso a la hora de probar nuevos canales",7,7,5,5,5,1,0,"Female",24,"Menos de 25 años","Vive en pareja (sin casarse)",2,"Ninguno","27850","LUGO","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","Menos de 500 €",88,70
"118",2015-03-27 05:10:00,"YES","70-79%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,5,3,4,5,7,"NO","YES","NO","NO","NO",NA,"NO","NO","YES","NO","NO","NO",NA,6,7,7,7,7,7,7,8,8,7,8,7,7,7,7,7,7,8,7,7,7,7,6,7,6,7,7,7,7,6,7,7,7,7,7,7,9,7,8,8,8,7,"Disfruto explorando canales alternativos",7,7,7,8,7,9,8,"Female",20,"Menos de 25 años","Soltero/a",4,"Ninguno","32002","ORENSE","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","De 1.250 a 1.499,99 €",3.3,8
"1181",2015-04-10 05:38:00,"YES","70-79%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,10,8,10,6,9,"YES","NO","NO","NO","NO",NA,"YES","YES","NO","YES","NO","NO",NA,10,10,10,10,10,10,10,10,9,10,9,9,9,9,8,10,10,9,9,8,8,8,9,9,9,8,9,9,9,9,8,9,9,4,4,10,9,9,8,8,9,9,"Me gusta comprar en el mismo canal",6,6,6,6,6,9,9,"Female",47,"De 41 a 60 años","Casado/a",4,"Dos","8009","BARCELONA","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 3.000 a 3.499,99 €",0.9,7
"1183",2015-04-10 05:55:00,"YES","30-39%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,7,7,8,7,"NO","NO","NO","YES","NO",NA,"NO","YES","NO","NO","NO","NO",NA,8,7,8,6,7,6,8,7,6,6,7,7,6,7,7,7,8,7,6,6,7,8,6,7,7,6,8,7,7,7,7,7,7,6,6,7,8,8,9,7,8,7,"Disfruto explorando canales alternativos",7,6,8,7,7,8,8,"Male",42,"De 41 a 60 años","Divorciado/a, separado/a",4,"Uno","41010","SEVILLA","De 500000 a 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",2.5,10
"1184",2015-04-10 05:56:00,"YES","40-49%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,5,7,5,0,10,NA,NA,NA,NA,NA,NA,"YES","YES","NO","NO","NO","NO",NA,9,9,9,9,7,7,4,5,5,6,5,8,7,7,6,7,6,5,6,7,8,6,7,7,7,8,8,8,8,7,9,8,9,7,8,10,6,5,5,5,10,10,"Disfruto explorando canales alternativos",5,5,5,0,0,4,4,"Female",29,"De 25 a 40 años","Soltero/a",3,"Ninguno","46023","VALENCIA","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",2.3,9
"1189",2015-04-10 06:34:00,"YES","60-69%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,8,8,7,8,7,"NO","YES","YES","NO","NO",NA,"YES","NO","YES","NO","NO","NO",NA,8,7,8,9,7,8,8,8,9,7,8,9,7,8,8,9,7,8,9,7,8,9,8,9,8,8,9,7,8,9,8,9,7,8,9,8,9,7,8,9,8,8,"Me gusta probar nuevos canales por diversión",8,7,9,8,7,8,7,"Male",27,"De 25 a 40 años","Casado/a",4,"Dos","8970","BARCELONA","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",10.6,10
"119",2015-03-27 05:10:00,"YES","30-39%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,7,7,7,7,"YES","NO","YES","NO","NO",NA,"NO","YES","YES","NO","NO","NO",NA,7,8,7,7,7,7,7,8,7,8,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,7,7,7,7,6,7,7,7,7,"Disfruto explorando canales alternativos",7,7,6,7,7,7,8,"Male",26,"De 25 a 40 años","Soltero/a",4,"Ninguno","3204","ALICANTE","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 500 a 999,99 €",2.1,11
"11902",2015-04-25 13:54:00,"YES","40-49%","YES","YES","None","Twice or three times","Online shopper","visitboth","Online customer_omnichannel user","NO","YES","NO","NO","NO",NA,0,0,0,0,3,NA,NA,NA,NA,NA,NA,"YES","NO","NO","NO","NO","NO",NA,10,10,10,10,10,10,0,1,10,10,10,10,9,7,5,5,5,5,8,8,10,10,10,5,5,10,10,10,5,5,10,10,10,5,10,10,5,10,5,10,5,10,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,5,7,0,10,"Male",40,"De 25 a 40 años","Soltero/a",4,"Ninguno","46022","VALENCIA","Más de 1000000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Labores de casa","Menos de 500 €",3.4,10
"1192",2015-04-10 07:11:00,"YES","30-39%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,5,5,5,5,5,"NO","NO","NO","YES","NO",NA,"YES","NO","YES","NO","NO","NO",NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,5,5,5,5,"Female",23,"Menos de 25 años","Vive en pareja (sin casarse)",2,"Ninguno","39100","CANTABRIA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",8.2,11
"1198",2015-04-10 07:41:00,"YES","10-19%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,0,1,1,0,"NO","NO","NO","YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,8,10,8,8,6,7,0,0,7,7,2,1,7,7,7,7,6,6,3,7,6,6,6,6,5,7,6,6,7,6,7,6,7,7,6,7,7,7,7,6,7,7,"Disfruto explorando canales alternativos",3,5,6,5,5,5,5,"Female",35,"De 25 a 40 años","Soltero/a",2,"Ninguno","28020","MADRID","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",5.4,4
"12",2015-03-25 13:00:00,"YES","50-59%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,8,6,8,9,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,10,10,10,10,10,9,9,8,7,8,8,8,9,7,9,6,8,9,7,9,7,10,8,8,9,8,8,7,8,9,8,10,8,7,9,8,9,9,10,8,9,10,"Investigar nuevos canales es una pérdida de tiempo",6,6,7,7,8,9,9,"Female",27,"De 25 a 40 años","Casado/a",2,"Ninguno","47012","VALLADOLID","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",5.2,14
"120",2015-03-27 05:10:00,"YES","30-39%","YES","NO","More than five times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","YES","NO","NO","NO",NA,5,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,5,8,6,6,7,5,8,7,9,9,8,7,5,5,7,6,9,8,8,6,6,8,7,5,6,7,6,6,7,7,6,10,4,8,8,5,5,4,7,5,"Me gusta probar nuevos canales por diversión",7,7,5,5,5,4,4,"Male",39,"De 25 a 40 años","Casado/a",2,"Ninguno","48003","VIZCAYA","De 500000 a 1000000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 1.250 a 1.499,99 €",5.5,16
"1205",2015-04-10 08:34:00,"YES","30-39%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,7,7,7,7,7,"YES","NO","YES","NO","NO",NA,"YES","YES","NO","YES","NO","NO",NA,7,6,6,7,6,6,6,6,6,5,6,5,6,7,5,6,7,5,6,6,7,5,6,7,5,6,7,8,4,5,6,5,7,6,5,6,6,7,6,7,7,5,"Disfruto explorando canales alternativos",6,6,7,6,6,7,6,"Female",19,"Menos de 25 años","Soltero/a",4,"Uno","28911","MADRID","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","Menos de 500 €",4.4,13
"1206",2015-04-10 08:35:00,"YES","60-69%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","YES","NO",NA,3,0,0,0,8,NA,NA,NA,NA,NA,NA,"YES","NO","NO","NO","NO","NO",NA,9,10,7,10,9,9,10,8,9,9,10,10,9,9,6,6,9,9,10,10,10,10,10,10,10,9,8,10,7,8,9,9,9,4,2,10,10,8,8,10,10,9,"Soy cauteloso a la hora de probar nuevos canales",7,7,1,0,2,10,10,"Male",36,"De 25 a 40 años","Casado/a",4,"Dos","15190","CORUÑA, LA","De 100000 a 499999 habitantes","Master","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",5.1,6
"1207",2015-04-10 08:38:00,"YES","40-49%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,0,7,8,6,9,"YES","NO","YES","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,10,10,10,10,8,10,2,8,8,8,8,8,9,7,5,7,9,10,10,8,8,10,10,10,8,10,9,10,7,5,9,9,9,6,8,10,10,10,3,2,10,10,"Disfruto explorando canales alternativos",4,4,3,7,0,5,2,"Female",24,"Menos de 25 años","Soltero/a",3,"Ninguno","36600","PONTEVEDRA","De 20000 a 99999 habitantes","Master","Estudiante","Menos de 500 €",0.27,3
"121",2015-03-27 05:10:00,"YES","80-89%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,10,6,7,6,0,"YES","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,10,10,9,9,9,9,9,10,10,10,10,10,9,9,10,10,10,10,8,10,9,10,10,7,6,9,8,10,10,7,10,10,8,7,10,10,10,7,10,7,10,10,"Soy cauteloso a la hora de probar nuevos canales",5,5,7,6,7,7,2,"Female",27,"De 25 a 40 años","Casado/a",3,"Uno","16004","CUENCA","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 1.000 a 1.249,99 €",143,107
"1213",2015-04-10 09:51:00,"YES","0-9%","YES","YES","Once","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,5,2,2,0,10,NA,NA,NA,NA,NA,NA,"YES","NO","YES","NO","NO","NO",NA,9,10,5,9,10,7,2,8,8,8,8,9,9,6,7,9,10,8,9,9,9,10,10,8,9,9,9,9,3,3,9,9,9,8,7,9,9,9,5,5,7,9,"Disfruto explorando canales alternativos",7,6,5,5,3,7,6,"Male",47,"De 41 a 60 años","Casado/a",3,"Uno","33195","ASTURIAS","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",5.8,14
"122",2015-03-27 05:10:00,"YES","30-39%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,7,7,4,3,2,"NO","NO","NO","YES","NO",NA,"YES","YES","YES","NO","NO","NO",NA,8,8,8,8,8,8,8,8,8,8,8,9,7,9,5,8,8,8,10,8,8,7,7,8,7,7,6,7,7,7,8,7,8,5,5,8,8,8,4,2,9,9,"Disfruto explorando canales alternativos",7,7,6,6,6,3,2,"Female",36,"De 25 a 40 años","Vive en pareja (sin casarse)",4,"Dos","28007","MADRID","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 3.000 a 3.499,99 €",4.7,13
"123",2015-03-27 05:10:00,"YES","10-19%","YES","NO","More than five times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,1,1,1,1,1,"NO","NO","NO","YES","NO",NA,"NO","NO","NO","YES","NO","NO",NA,7,7,7,6,7,6,6,4,6,5,7,6,5,6,6,5,7,5,5,6,5,7,5,6,6,5,6,5,6,5,8,8,5,9,0,8,10,3,5,1,7,4,"Me gusta comprar en el mismo canal",6,1,4,8,4,7,5,"Male",24,"Menos de 25 años","Casado/a",4,"Ninguno","28921","MADRID","De 20000 a 99999 habitantes","Enseñanza primaria (EGB/ESO)","Trabaja por cuenta ajena","De 500 a 999,99 €",1.4,4
